"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0835","Andrena","wilkella","male",1979,6,26,"England","West Yorkshire","","Newmillerdam Country Park",2.979,1.874,7.539,2.067,"Andrenidae","excavator","BENHS",NA,"Newmillerdam Country Park, West Yorkshire, England",53.6311758,-1.4951474
"IGproject0836","Andrena","wilkella","male",1911,6,4,"England","Kent","Cobham","",3.036,1.873,7.368,2.275,"Andrenidae","excavator","BENHS",NA,"Cobham, Kent, England",51.3949326,0.4141599
"IGproject0837","Andrena","wilkella","female",1938,5,10,"England","Shropshire","","",3.174,2.066,7.62,2.4,"Andrenidae","excavator","BENHS",NA,"Shropshire, England",52.6523394,-2.6435641
"IGproject0838","Andrena","wilkella","male",1974,6,9,"England","Berkshire","Windsor","",2.866,1.791,7.393,2.08,"Andrenidae","excavator","BENHS",NA,"Windsor, Berkshire, England",51.4837886,-0.6040419
"IGproject0839","Andrena","wilkella","female",1918,6,2,"England","Kent","Wrotham","",3.468,2.285,8.035,2.66,"Andrenidae","excavator","BENHS",NA,"Wrotham, Kent, England",51.3104474,0.302978
"IGproject0840","Andrena","wilkella","female",1918,5,19,"England","Kent","Dartford","",3.518,2.279,8.173,2.701,"Andrenidae","excavator","BENHS",NA,"Dartford, Kent, England",51.4443059,0.21807
"IGproject0841","Colletes","succintus","male",1974,7,30,"England","Hampshire","","Woolme Forest",2.968,2.14,6.96,1.805,"Colletidae","excavator","BENHS",NA,"Woolme Forest, Hampshire, England",51.08585472,-0.865868539
"IGproject0842","Colletes","succintus","female",1999,8,30,"England","Bristol","Bristol","Troopers Hill",3.376,2.789,8.566,2.267,"Colletidae","excavator","BENHS",NA,"Troopers Hill, Bristol, Bristol, England",51.4561856,-2.5353019
"IGproject0843","Colletes","succintus","female",1971,8,29,"England","Surrey","Wisley","Wisley Common",3.222,2.718,8.192,2.102,"Colletidae","excavator","BENHS",NA,"Wisley Common, Wisley, Surrey, England",51.3176878,-0.4575655
"IGproject0844","Colletes","succintus","female",1998,8,15,"England","Surrey","Chobham","Chobham Common",3.226,2.573,7.943,2.139,"Colletidae","excavator","BENHS",NA,"Chobham Common, Chobham, Surrey, England",51.3821634,-0.6073194
"IGproject0845","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.029,3.416,9.722,3.099,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0846","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.832,3.36,8.892,2.784,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0847","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.934,3.422,9.344,2.952,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0848","Anthidium","manicatum","male",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.984,3.269,9.057,2.905,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0849","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.06,3.464,9.684,3.035,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0850","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.286,3.685,10.926,3.532,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0851","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.205,3.642,10.616,3.234,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0852","Anthidium","manicatum","male",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.187,3.628,10.606,3.338,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0853","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.43,3.838,11.153,3.685,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0854","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.357,3.713,10.757,3.407,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0855","Anthidium","manicatum","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.276,3.709,9.905,3.108,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0856","Anthidium","manicatum","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.864,3.214,8.515,2.532,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0857","Anthidium","manicatum","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.136,3.616,9.635,2.842,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0858","Anthidium","manicatum","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.865,3.252,8.609,2.605,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0859","Anthidium","manicatum","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.997,3.331,9.136,2.648,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0860","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.298,3.647,9.877,2.919,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0861","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.056,3.421,9.188,2.886,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0862","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.037,3.385,8.857,2.872,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0863","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.981,3.573,9.172,2.869,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0864","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.07,3.475,9.398,2.776,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0865","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.052,3.496,9.28,2.808,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0866","Anthidium","manicatum","female",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.043,3.331,8.922,2.966,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0867","Nomada","goodeniana","male",1977,5,22,"England","Herefordshire","Hereford","Cusop Dingle",3.195,2.366,9.89,2.749,"Apidae","kleptoparasite","BENHS",NA,"Cusop Dingle, Hereford, Herefordshire, England",52.06468868,-3.110952188
"IGproject0868","Nomada","goodeniana","male",1991,4,27,"England","Kent","Whitstable","",2.514,1.57,8.025,2.227,"Apidae","kleptoparasite","BENHS",NA,"Whitstable, Kent, England",51.3606286,1.0240626
"IGproject0869","Nomada","goodeniana","female",1978,6,1,"England","Devon","Plymouth","",2.948,1.869,8.932,2.633,"Apidae","kleptoparasite","BENHS",NA,"Plymouth, Devon, England",50.4323453,-3.7065512
"IGproject0870","Nomada","goodeniana","female",1978,6,3,"England","Devon","Bigbury","",3.098,2.115,9.766,2.851,"Apidae","kleptoparasite","BENHS",NA,"Bigbury, Devon, England",50.3042614,-3.8750478
"IGproject0871","Nomada","goodeniana","male",1999,4,19,"England","Bristol","Bristol","Troopers Hill",2.78,1.742,8.634,2.435,"Apidae","kleptoparasite","BENHS",NA,"Troopers Hill, Bristol, Bristol, England",51.4561856,-2.5353019
"IGproject0872","Nomada","goodeniana","female",1978,5,28,"England","Devon","Newton Abbot","Yarner Wood",3.065,1.983,9.13,2.675,"Apidae","kleptoparasite","BENHS",NA,"Yarner Wood, Newton Abbot, Devon, England",50.59576339,-3.725632682
"IGproject0873","Nomada","goodeniana","female",1999,4,22,"England","Devon","Branscombe","",3.164,2.16,9.874,2.872,"Apidae","kleptoparasite","BENHS",NA,"Branscombe, Devon, England",50.6999699,-3.1553418
"IGproject0874","Andrena","chrysosceles","male",1986,4,16,"England","Buckinghamshire","","Bovney Lock",2.302,1.323,5.923,1.522,"Andrenidae","excavator","BENHS",NA,"Bovney Lock, Buckinghamshire, England",51.4910955,-0.640906352
"IGproject0875","Andrena","chrysosceles","female",1979,7,7,"England","Hampshire","","Oidham Common",2.961,1.77,8.133,2.351,"Andrenidae","excavator","BENHS",NA,"Oidham Common, Hampshire, England",51.26878407,-0.92177797
"IGproject0876","Andrena","chrysosceles","female",1979,5,27,"England","Hampshire","Leckford","",3.056,2.017,8.323,2.298,"Andrenidae","excavator","BENHS",NA,"Leckford, Hampshire, England",51.1373322,-1.4651968
"IGproject0877","Andrena","chrysosceles","female",1985,7,6,"England","Somerset","","Withial Combe",2.821,1.763,7.762,2.207,"Andrenidae","excavator","BENHS",NA,"Withial Combe, Somerset, England",51.1349333,-2.615262032
"IGproject0878","Andrena","chrysosceles","female",1970,6,13,"England","Oxfordshire","","Bald Hill",2.894,1.795,7.848,2.199,"Andrenidae","excavator","BENHS",NA,"Bald Hill, Oxfordshire, England",51.6507671,-0.9557044
"IGproject0879","Andrena","chrysosceles","female",1985,6,30,"England","Somerset","Rodney Stoke","",2.799,1.679,7.758,2.237,"Andrenidae","excavator","BENHS",NA,"Rodney Stoke, Somerset, England",51.2479877,-2.7369072
"IGproject0880","Andrena","chrysosceles","female",1985,7,2,"England","Somerset","","Postlebury Wood",2.826,1.756,7.891,2.118,"Andrenidae","excavator","BENHS",NA,"Postlebury Wood, Somerset, England",51.1848412,-2.3722059
"IGproject0881","Andrena","chrysosceles","female",1985,6,30,"England","Somerset","Rodney Stoke","",2.235,1.283,6.161,1.738,"Andrenidae","excavator","BENHS",NA,"Rodney Stoke, Somerset, England",51.2479877,-2.7369072
"IGproject0882","Andrena","chrysosceles","female",1985,6,30,"England","Somerset","Rodney Stoke","",2.714,1.598,7.359,2.128,"Andrenidae","excavator","BENHS",NA,"Rodney Stoke, Somerset, England",51.2479877,-2.7369072
"IGproject0883","Andrena","chrysosceles","female",1927,5,14,"England","Dorset","","Yellowham Wood",2.78,1.75,7.71,2.221,"Andrenidae","excavator","BENHS",NA,"Yellowham Wood, Dorset, England",50.74223361,-2.378909966
"IGproject0884","Andrena","chrysosceles","male",1927,6,3,"England","Dorset","","Powerstock Common",2.318,1.435,6.402,1.654,"Andrenidae","excavator","BENHS",NA,"Powerstock Common, Dorset, England",50.7743059,-2.643853
"IGproject0885","Andrena","chrysosceles","female",1938,4,30,"England","Greater London","London","Mill Hill",2.541,1.538,6.982,1.946,"Andrenidae","excavator","BENHS",NA,"Mill Hill, London, Greater London, England",51.6154423,-0.2330675
"IGproject0886","Andrena","chrysosceles","male",1938,4,30,"England","Greater London","London","Mill Hill",2.231,1.249,6.067,1.584,"Andrenidae","excavator","BENHS",NA,"Mill Hill, London, Greater London, England",51.6154423,-0.2330675
"IGproject0887","Andrena","chrysosceles","male",1936,4,26,"England","Greater London","London","Mill Hill",2.519,1.342,6.779,1.762,"Andrenidae","excavator","BENHS",NA,"Mill Hill, London, Greater London, England",51.6154423,-0.2330675
"IGproject0888","Andrena","chrysosceles","female",1927,5,14,"England","Dorset","","Yellowham Wood",2.993,1.869,8.317,2.388,"Andrenidae","excavator","BENHS",NA,"Yellowham Wood, Dorset, England",50.74223361,-2.378909966
"IGproject0889","Megachile","centuncularis","male",1918,6,28,"England","Kent","Gravesend","",3.367,2.464,7.522,2.177,"Megachilidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0890","Megachile","centuncularis","male",1914,7,19,"England","Kent","Darenth","",3.505,2.778,7.463,2.247,"Megachilidae","cavity nester","BENHS",NA,"Darenth, Kent, England",51.4204344,0.2510385
"IGproject0891","Megachile","centuncularis","male",1918,6,21,"England","Kent","Gravesend","",3.441,2.514,7.34,2.035,"Megachilidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0892","Megachile","centuncularis","male",1983,8,6,"England","Buckinghamshire","","",3.463,2.578,7.3,2.054,"Megachilidae","cavity nester","BENHS",NA,"Buckinghamshire, England",51.840894,-0.8998074
"IGproject0893","Megachile","centuncularis","male",1918,6,28,"England","Kent","Gravesend","",3.424,2.673,7.601,2.158,"Megachilidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0894","Megachile","centuncularis","female",1932,8,4,"England","Norfolk","King's Lynn","",3.798,3.206,8.857,2.358,"Megachilidae","cavity nester","BENHS",NA,"King's Lynn, Norfolk, England",52.7538673,0.3954774
"IGproject0895","Megachile","centuncularis","female",1923,7,18,"England","Dorset","","Yellowham Wood",3.658,3.041,8.343,2.288,"Megachilidae","cavity nester","BENHS",NA,"Yellowham Wood, Dorset, England",50.74223361,-2.378909966
"IGproject0896","Megachile","centuncularis","female",1915,7,29,"England","Kent","Chatham","",3.592,3.057,8.048,2.225,"Megachilidae","cavity nester","BENHS",NA,"Chatham, Kent, England",51.3731494,0.5502202
"IGproject0897","Megachile","centuncularis","female",1918,6,23,"England","Kent","Gravesend","",3.703,3.123,8.251,2.365,"Megachilidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0898","Megachile","centuncularis","female",1918,6,23,"England","Kent","Gravesend","",3.65,3.006,8.081,2.371,"Megachilidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0899","Megachile","centuncularis","female",1982,7,10,"England","Buckinghamshire","Burnham","",3.552,3.084,8.227,2.27,"Megachilidae","cavity nester","BENHS",NA,"Burnham, Buckinghamshire, England",51.5362073,-0.6571411
"IGproject0900","Lasioglossum","fulvicorne","male",1964,9,2,"England","Greater London","Keston","",1.659,1.18,5.019,1.202,"Halictidae","excavator","BENHS",NA,"Keston, Greater London, England",51.3609685,0.0290762
"IGproject0901","Lasioglossum","fulvicorne","male",1969,8,24,"England","Oxfordshire","Moulsford","",1.873,1.373,5.582,1.344,"Halictidae","excavator","BENHS",NA,"Moulsford, Oxfordshire, England",51.551939,-1.1496589
"IGproject0902","Lasioglossum","fulvicorne","male",1968,10,6,"England","Surrey","","White Down",1.709,1.198,5.054,1.258,"Halictidae","excavator","BENHS",NA,"White Down, Surrey, England",51.2271473,-0.4095533
"IGproject0903","Lasioglossum","fulvicorne","female",1971,5,9,"England","Berkshire","Windsor","",1.815,1.276,5.437,1.433,"Halictidae","excavator","BENHS",NA,"Windsor, Berkshire, England",51.4837886,-0.6040419
"IGproject0904","Lasioglossum","fulvicorne","female",1974,8,17,"England","Hampshire","Leckford","",1.765,1.307,5.323,1.454,"Halictidae","excavator","BENHS",NA,"Leckford, Hampshire, England",51.1373322,-1.4651968
"IGproject0905","Lasioglossum","fulvicorne","female",1921,6,8,"England","Kent","Fawkham","",1.839,1.306,5.403,1.422,"Halictidae","excavator","BENHS",NA,"Fawkham, Kent, England",51.3762035,0.2811518
"IGproject0906","Lasioglossum","fulvicorne","female",1914,5,31,"England","Kent","Halling","",1.812,1.34,5.398,1.454,"Halictidae","excavator","BENHS",NA,"Halling, Kent, England",51.354593,0.4440944
"IGproject0907","Lasioglossum","fulvicorne","female",1911,7,30,"England","Kent","Gravesend","",1.762,1.271,5.027,1.345,"Halictidae","excavator","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0908","Lasioglossum","fulvicorne","male",1904,8,27,"England","Berkshire","Newbury","",1.72,1.201,4.931,1.197,"Halictidae","excavator","BENHS",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212
"IGproject0909","Lasioglossum","fulvicorne","female",1968,10,6,"England","Surrey","","White Down",1.775,1.273,5.243,1.341,"Halictidae","excavator","BENHS",NA,"White Down, Surrey, England",51.2271473,-0.4095533
"IGproject0910","Hylaeus","hyalinatus","male",1983,7,8,"England","Cornwall","","Tregardock Beach",1.583,1.127,4.068,0.984,"Colletidae","cavity nester","BENHS",NA,"Tregardock Beach, Cornwall, England",50.6240515,-4.770595
"IGproject0911","Hylaeus","hyalinatus","male",1983,7,9,"England","Cornwall","Lizard","",1.729,1.423,4.389,1.086,"Colletidae","cavity nester","BENHS",NA,"Lizard, Cornwall, England",49.9588849,-5.2063788
"IGproject0912","Hylaeus","hyalinatus","male",1982,7,10,"England","Buckinghamshire","Burnham","",1.616,1.227,4.246,1.058,"Colletidae","cavity nester","BENHS",NA,"Burnham, Buckinghamshire, England",51.5362073,-0.6571411
"IGproject0913","Hylaeus","hyalinatus","female",1970,6,28,"England","Surrey","Milford","",1.644,1.292,4.478,1.12,"Colletidae","cavity nester","BENHS",NA,"Milford, Surrey, England",51.163179,-0.6368939
"IGproject0914","Hylaeus","hyalinatus","female",1918,6,21,"England","Kent","Gravesend","",1.733,1.321,4.55,1.122,"Colletidae","cavity nester","BENHS",NA,"Gravesend, Kent, England",51.4424747,0.3694468
"IGproject0915","Hylaeus","hyalinatus","female",1982,5,31,"England","Buckinghamshire","Burnham","",1.67,1.246,4.517,1.089,"Colletidae","cavity nester","BENHS",NA,"Burnham, Buckinghamshire, England",51.5362073,-0.6571411
"IGproject0916","Hylaeus","hyalinatus","female",1983,8,6,"England","Buckinghamshire","Burnham","",1.54,1.195,4.304,0.986,"Colletidae","cavity nester","BENHS",NA,"Burnham, Buckinghamshire, England",51.5362073,-0.6571411
"IGproject0917","Hylaeus","hyalinatus","female",1937,7,11,"England","Dorset","Dorchester","",1.64,1.265,4.487,1.098,"Colletidae","cavity nester","BENHS",NA,"Dorchester, Dorset, England",50.7132064,-2.4371229
"IGproject0918","Hylaeus","hyalinatus","female",1982,6,23,"England","Buckinghamshire","Burnham","",1.712,1.347,4.59,1.1,"Colletidae","cavity nester","BENHS",NA,"Burnham, Buckinghamshire, England",51.5362073,-0.6571411
"IGproject0919","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.246,2.495,7.719,2.06,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0920","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.11,2.221,7.473,1.999,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0921","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.027,2.268,7.259,1.878,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0922","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.059,2.328,7.414,1.921,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0923","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.153,2.352,7.23,1.921,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0924","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.171,2.41,7.602,1.964,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0925","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",2.981,2.371,6.781,1.865,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0926","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.108,2.392,7.342,1.965,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0927","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.143,2.403,7.672,1.948,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0928","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.171,2.533,7.658,2.053,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0929","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.031,2.477,7.108,1.902,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0930","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.144,2.436,7.411,1.984,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0931","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.125,2.369,7.528,1.896,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0932","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.131,2.465,7.803,1.967,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0933","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.181,2.51,7.633,1.982,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0934","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.191,2.441,7.695,1.971,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0935","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.101,2.406,7.903,2.081,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0936","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.624,2.868,8.784,2.469,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0937","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.367,2.657,8.479,2.343,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0938","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.496,2.853,8.467,2.388,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0939","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.458,2.79,8.855,2.343,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0940","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.333,2.595,8.268,2.192,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0941","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.331,2.613,8.62,2.191,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0942","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.534,2.9,8.709,2.48,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0943","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.374,2.82,8.572,2.286,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0944","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.26,2.485,7.715,2.162,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0945","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",2.991,2.369,6.932,1.771,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0946","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.284,2.603,7.826,2.061,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0947","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.163,2.38,7.247,1.954,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0948","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.339,2.428,7.372,2.077,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0949","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.239,2.561,7.625,1.953,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0950","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.168,2.481,7.575,2.009,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0951","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.135,2.362,7.242,2.032,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0952","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.132,2.355,7.257,2.029,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0953","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.182,2.405,7.385,1.93,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
