"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject0095","Lasioglossum","fulvicorne","male",1968,9,2,"England","Bedfordshire","Hitchin","",1.85,1.315,5.44,1.265,"Halictidae","excavator","OUMNH",1.141,"Hitchin, Bedfordshire, England",52.0085422,-0.3034,"Lasioglossum fulvicorne",13.3191419778011,4.03858820303192,17.6469309023663,22.9675126022156
"IGproject0096","Lasioglossum","fulvicorne","female",1956,9,26,"England","Dorset","Wimborne","",1.77,1.305,5.037,1.28,"Halictidae","excavator","OUMNH",1.096,"Wimborne, Dorset, England",50.7995189,-1.987339,"Lasioglossum fulvicorne",13.868335772547,4.27665209463136,18.1418415093687,23.981433556457
"IGproject0097","Lasioglossum","fulvicorne","male",1998,7,28,"England","Gloucestershire","Wotton-under-Edge","Newark Park",1.792,1.284,5.254,1.168,"Halictidae","excavator","OUMNH",1.051,"Newark Park, Wotton-under-Edge, Gloucestershire, England",51.6363693,-2.3176907,"Lasioglossum fulvicorne",13.7292804958634,3.94933249059843,18.5491618846339,22.9941853316088
"IGproject0098","Lasioglossum","fulvicorne","male",1914,8,NA,"England","Gloucestershire","Wotton-under-Edge","",1.86,1.443,5.744,1.276,"Halictidae","excavator","OUMNH",1.149,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Lasioglossum fulvicorne",12.9263994084011,3.26885883218609,15.7138992405726,20.7023350185138
"IGproject0100","Lasioglossum","fulvicorne","female",1977,9,13,"England","Oxfordshire","Hook Norton","",1.759,1.269,5.155,1.296,"Halictidae","excavator","OUMNH",1.088,"Hook Norton, Oxfordshire, England",51.9939848,-1.4822644,"Lasioglossum fulvicorne",13.7133919361056,4.6566465905145,17.6857858989192,24.4257721037428
"IGproject0101","Lasioglossum","fulvicorne","male",1915,7,15,"England","Devon","Brixham","",1.787,1.305,5.33,1.241,"Halictidae","excavator","OUMNH",1.096,"Brixham, Devon, England",50.3952404,-3.514544,"Lasioglossum fulvicorne",13.8918626614901,2.70699989283738,16.4462249771946,19.5473807907127
"IGproject0102","Lasioglossum","fulvicorne","male",1968,9,7,"England","Bedfordshire","Whipsnade","Bison Hill",1.727,1.222,5.031,1.178,"Halictidae","excavator","OUMNH",1.037,"Bison Hill, Whipsnade, Bedfordshire, England",51.854781,-0.5482012,"Lasioglossum fulvicorne",12.6716397336042,3.99497256513789,16.9625693213363,22.0293041737971
"IGproject0103","Lasioglossum","fulvicorne","male",1902,6,8,"England","Kent","Faversham","Huntingfield",1.784,1.311,5.297,1.23,"Halictidae","excavator","OUMNH",1.094,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.2352726657899,3.85488132385129,17.1379331428239,22.8189475840829
"IGproject0104","Lasioglossum","fulvicorne","female",1917,5,3,"England","Devon","Brixham","",1.925,1.469,5.977,1.472,"Halictidae","excavator","OUMNH",1.189,"Brixham, Devon, England",50.3952404,-3.514544,"Lasioglossum fulvicorne",13.0727747309731,3.40709703415486,17.2901345918492,20.55527038427
"IGproject0105","Lasioglossum","fulvicorne","male",1919,8,19,"England","Worcestershire","Malvern","",1.681,1.228,5.194,1.193,"Halictidae","excavator","OUMNH",1.057,"Malvern, Worcestershire, England",52.1159559,-2.3258985,"Lasioglossum fulvicorne",13.3052287070225,3.82701050909033,16.474555933772,21.0773417315931
"IGproject0106","Lasioglossum","fulvicorne","male",1919,8,19,"England","Worcestershire","Malvern","",1.815,1.296,5.372,1.133,"Halictidae","excavator","OUMNH",1.107,"Malvern, Worcestershire, England",52.1159559,-2.3258985,"Lasioglossum fulvicorne",13.3052287070225,3.82701050909033,16.474555933772,21.0773417315931
"IGproject0107","Lasioglossum","fulvicorne","female",2004,9,1,"England","Surrey","Seale","",1.818,1.263,5.396,1.359,"Halictidae","excavator","OUMNH",1.097,"Seale, Surrey, England",51.2223512,-0.7187413,"Lasioglossum fulvicorne",15.0185588325453,4.11952102322218,19.2549012996368,25.4578952411682
"IGproject0108","Lasioglossum","fulvicorne","female",1974,5,7,"England","Oxfordshire","Oxford","Wytham",1.854,1.34,5.52,1.384,"Halictidae","excavator","OUMNH",1.134,"Wytham, Oxford, Oxfordshire, England",51.7535169,-1.2131856,"Lasioglossum fulvicorne",13.7028667628311,3.97658693006854,17.4602059508467,22.4226733598324
"IGproject0109","Lasioglossum","fulvicorne","female",1974,5,7,"England","Oxfordshire","Oxford","Wytham",1.792,1.298,5.29,1.423,"Halictidae","excavator","OUMNH",1.079,"Wytham, Oxford, Oxfordshire, England",51.7535169,-1.2131856,"Lasioglossum fulvicorne",13.7028667628311,3.97658693006854,17.4602059508467,22.4226733598324
"IGproject0110","Lasioglossum","fulvicorne","female",1949,4,17,"England","Oxfordshire","Cumnor","",1.757,1.252,5.331,1.372,"Halictidae","excavator","OUMNH",1.099,"Cumnor, Oxfordshire, England",51.7349255,-1.3331621,"Lasioglossum fulvicorne",13.1894935123764,2.87718066973905,16.0824116786431,20.8017174610436
"IGproject0111","Lasioglossum","fulvicorne","male",1988,8,6,"England","Wiltshire","Wroughton","Clouts Wood",1.767,1.23,5.442,1.095,"Halictidae","excavator","OUMNH",1.057,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057,"Lasioglossum fulvicorne",12.9862786056029,2.94113639586348,15.9115164363595,20.7023202352652
"IGproject0112","Lasioglossum","fulvicorne","male",1903,7,22,"England","Dorset","Lyme Regis","",1.665,1.179,4.918,1.264,"Halictidae","excavator","OUMNH",0.996,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Lasioglossum fulvicorne",12.0256089941488,3.32488603298307,15.1429601876487,19.604229171124
"IGproject0113","Lasioglossum","fulvicorne","female",1925,5,NA,"England","Sussex","Brighton","Devil's Dyke",1.733,1.269,5.315,1.416,"Halictidae","excavator","OUMNH",1.062,"Devil's Dyke, Brighton, Sussex, England",50.8849935,-0.2123306,"Lasioglossum fulvicorne",12.7568197195203,3.35861147997827,15.4414267484774,19.9028464242163
"IGproject0114","Lasioglossum","fulvicorne","male",1905,7,10,"England","Kent","Faversham","",1.846,1.357,5.683,1.277,"Halictidae","excavator","OUMNH",1.114,"Faversham, Kent, England",51.3158434,0.8911283,"Lasioglossum fulvicorne",13.7866738726182,3.47822050342024,17.7683279046208,22.8961828913792
"IGproject0115","Lasioglossum","fulvicorne","male",1968,9,2,"England","Bedfordshire","Hitchin","Pegsdon",1.766,1.259,5.341,1.245,"Halictidae","excavator","OUMNH",1.139,"Pegsdon, Hitchin, Bedfordshire, England",51.96253534,-0.36842034,"Lasioglossum fulvicorne",12.9472257439699,4.02110492389015,17.2889530608177,22.4427835144114
"IGproject0116","Lasioglossum","fulvicorne","female",1956,9,26,"England","Dorset","Wimborne","",1.801,1.347,5.375,1.401,"Halictidae","excavator","OUMNH",1.117,"Wimborne, Dorset, England",50.7995189,-1.987339,"Lasioglossum fulvicorne",13.868335772547,4.27665209463136,18.1418415093687,23.981433556457
"IGproject0117","Lasioglossum","fulvicorne","male",1904,8,NA,"England","Kent","Faversham","Huntingfield",1.774,1.282,5.147,1.223,"Halictidae","excavator","OUMNH",1.067,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",11.9888143513952,3.79187973732213,15.6848977522507,20.6754052317366
"IGproject0118","Lasioglossum","fulvicorne","male",1905,9,3,"England","Kent","Charing","",1.783,1.276,5.555,1.242,"Halictidae","excavator","OUMNH",1.073,"Charing, Kent, England",51.2142039,0.7886033,"Lasioglossum fulvicorne",13.1845250990668,3.48355759988571,17.1946270645503,22.5542147031795
"IGproject0119","Lasioglossum","fulvicorne","female",1914,8,18,"England","Surrey","Gomshall","",1.814,1.305,5.416,1.505,"Halictidae","excavator","OUMNH",1.108,"Gomshall, Surrey, England",51.2192418,-0.4422487,"Lasioglossum fulvicorne",12.3880021310203,3.04577933039603,14.9807216391955,20.2231647958342
"IGproject0120","Lasioglossum","fulvicorne","female",1905,9,14,"England","Kent","Faversham","Huntingfield",1.967,1.366,5.646,1.514,"Halictidae","excavator","OUMNH",1.268,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.2083844389239,3.5051226224052,17.2786190174743,22.5835419871412
"IGproject0121","Lasioglossum","fulvicorne","female",1905,9,10,"England","Kent","Faversham","Huntingfield",1.909,1.286,5.475,1.356,"Halictidae","excavator","OUMNH",1.267,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.2083844389239,3.5051226224052,17.2786190174743,22.5835419871412
"IGproject0122","Lasioglossum","fulvicorne","female",1948,8,15,"England","Oxfordshire","Oxford","Hinksey",1.857,1.384,5.493,1.437,"Halictidae","excavator","OUMNH",1.175,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581,"Lasioglossum fulvicorne",15.23564378342,4.03602842804648,19.3911844690795,26.0332669598258
"IGproject0123","Lasioglossum","fulvicorne","male",1905,9,14,"England","Kent","Faversham","Huntingfield",1.912,1.42,6.007,1.295,"Halictidae","excavator","OUMNH",1.186,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.2083844389239,3.5051226224052,17.2786190174743,22.5835419871412
"IGproject0124","Lasioglossum","fulvicorne","male",1915,7,15,"England","Devon","Brixham","",1.811,1.309,5.357,1.258,"Halictidae","excavator","OUMNH",1.111,"Brixham, Devon, England",50.3952404,-3.514544,"Lasioglossum fulvicorne",13.8918626614901,2.70699989283738,16.4462249771946,19.5473807907127
"IGproject0125","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.075,1.294,6.697,1.795,"Apidae","kleptoparasite","OUMNH",1.367,"Hampstead, London, Greater London, England",51.55653,-0.1783011,"Nomada ruficornis",10.7880641288419,3.44878569240379,13.4158040528768,17.9956345752829
"IGproject0126","Nomada","ruficornis","female",1915,5,7,"England","Surrey","Cobham","",2.761,1.909,9.264,2.617,"Apidae","kleptoparasite","OUMNH",1.722,"Cobham, Surrey, England",51.3300079,-0.4120821,"Nomada ruficornis",12.1957544685676,2.63254655074706,15.0872175024869,21.0487665607951
"IGproject0127","Nomada","ruficornis","female",1915,4,20,"England","Devon","Dartmoor","East Dartmoor",2.838,1.949,8.544,2.479,"Apidae","kleptoparasite","OUMNH",1.819,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Nomada ruficornis",10.3640185516397,2.32135718411916,12.9641544381713,17.7205497533958
"IGproject0128","Nomada","ruficornis","male",1992,4,25,"England","Devon","","",2.615,1.899,8.209,1.936,"Apidae","kleptoparasite","OUMNH",1.745,"Devon, England",50.7241405,-3.6607788,"Nomada ruficornis",10.3291752583995,2.37940660684348,12.0854635862352,15.9241269844682
"IGproject0129","Nomada","ruficornis","female",1927,5,1,"England","Cheshire","Wilmslow","Bollin Valley",2.353,1.59,7.263,2.013,"Apidae","kleptoparasite","OUMNH",1.527,"Bollin Valley, Wilmslow, Cheshire, England",53.3299342,-2.2281098,"Nomada ruficornis",10.8154503609572,2.32652966810153,13.4817131922792,18.0757234619415
"IGproject0130","Nomada","ruficornis","female",1917,5,13,"England","Surrey","Cobham","",2.712,1.773,8.264,2.208,"Apidae","kleptoparasite","OUMNH",1.739,"Cobham, Surrey, England",51.3300079,-0.4120821,"Nomada ruficornis",11.245337127977,2.02703303508885,12.6854170260378,18.242393722183
"IGproject0131","Nomada","ruficornis","male",1953,4,24,"England","Devon","Newton Abbot","Teigngrace",2.685,1.869,8.35,2.278,"Apidae","kleptoparasite","OUMNH",1.801,"Teigngrace, Newton Abbot, Devon, England",50.55245864,-3.624364846,"Nomada ruficornis",12.3477520797256,2.52793242269346,14.5210477615549,19.3320594201477
"IGproject0132","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.297,1.45,7.115,1.823,"Apidae","kleptoparasite","OUMNH",1.496,"Hampstead, London, Greater London, England",51.55653,-0.1783011,"Nomada ruficornis",10.7880641288419,3.44878569240379,13.4158040528768,17.9956345752829
"IGproject0133","Nomada","ruficornis","female",1953,4,24,"England","Devon","Newton Abbot","Teigngrace",2.767,1.835,8.638,2.263,"Apidae","kleptoparasite","OUMNH",1.742,"Teigngrace, Newton Abbot, Devon, England",50.55245864,-3.624364846,"Nomada ruficornis",12.3477520797256,2.52793242269346,14.5210477615549,19.3320594201477
"IGproject0134","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.56,1.817,8.269,2.079,"Apidae","kleptoparasite","OUMNH",1.681,"Hampstead, London, Greater London, England",51.55653,-0.1783011,"Nomada ruficornis",10.7880641288419,3.44878569240379,13.4158040528768,17.9956345752829
"IGproject0135","Nomada","ruficornis","male",1901,5,19,"England","Gloucestershire","Horsley","",2.816,1.898,9.399,2.743,"Apidae","kleptoparasite","OUMNH",1.727,"Horsley, Gloucestershire, England",51.6780946,-2.2329134,"Nomada ruficornis",10.3712975078653,3.1754721724589,13.8589821812479,18.481589018868
"IGproject0136","Nomada","ruficornis","female",1902,5,24,"England","Hampshire","","New Forest",2.771,1.9,8.399,2.295,"Apidae","kleptoparasite","OUMNH",1.731,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Nomada ruficornis",11.6505079182258,2.81115115869285,14.3445441759808,19.9960139783418
"IGproject0137","Nomada","ruficornis","male",1929,4,27,"England","Dorset","Wimborne","Badbury Rings",2.186,1.533,6.937,1.807,"Apidae","kleptoparasite","OUMNH",1.484,"Badbury Rings, Wimborne, Dorset, England",50.82687682,-2.052082813,"Nomada ruficornis",10.985228750959,2.45888764037228,13.2748286131386,18.117034271979
"IGproject0138","Nomada","ruficornis","male",1936,5,27,"England","Berkshire","Windsor","",1.942,1.182,6.203,1.624,"Apidae","kleptoparasite","OUMNH",1.252,"Windsor, Berkshire, England",51.4837886,-0.6040419,"Nomada ruficornis",11.6190931486403,3.76286264086563,15.7615637798965,20.5538262693332
"IGproject0139","Nomada","ruficornis","male",1933,5,NA,"England","Oxfordshire","Tubney","",2.108,1.368,6.666,1.742,"Apidae","kleptoparasite","OUMNH",1.33,"Tubney, Oxfordshire, England",51.6852443,-1.3699399,"Nomada ruficornis",10.5389519513007,3.52552526733992,14.0711951421354,19.4646082782897
"IGproject0140","Nomada","ruficornis","male",1904,5,15,"England","Greater London","Northwood","",1.811,1.065,5.844,1.579,"Apidae","kleptoparasite","OUMNH",1.224,"Northwood, Greater London, England",51.6051713,-0.4205812,"Nomada ruficornis",10.4214238927206,3.39563507156007,12.963774534189,17.5628619979109
"IGproject0141","Nomada","ruficornis","female",1901,7,14,"Wales","Gwynedd","Criccieth","",2.832,1.883,8.31,2.469,"Apidae","kleptoparasite","OUMNH",1.807,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Nomada ruficornis",10.7490385337802,2.737999288977,13.804707195817,17.500301620291
"IGproject0142","Nomada","ruficornis","male",1917,5,31,"England","Devon","Brixham","",2.361,1.502,7.182,1.926,"Apidae","kleptoparasite","OUMNH",1.542,"Brixham, Devon, England",50.3952404,-3.514544,"Nomada ruficornis",10.7868739819161,1.73200490530103,11.8813237287629,15.2526477750335
"IGproject0143","Nomada","ruficornis","male",1900,5,1,"England","Dorset","Swanage","",2.387,1.598,7.565,2.022,"Apidae","kleptoparasite","OUMNH",1.543,"Swanage, Dorset, England",50.6086976,-1.9571971,"Nomada ruficornis",11.7963678304597,3.90889062619752,16.1014178621386,20.255481774105
"IGproject0144","Nomada","ruficornis","male",1991,NA,NA,"England","Northamptonshire","Oundle","Ashton Pond",2.739,1.855,8.332,2.213,"Apidae","kleptoparasite","OUMNH",1.78,"Ashton Pond, Oundle, Northamptonshire, England",52.47975966,-0.452349151,"Nomada ruficornis",11.263944942069,3.08226212247784,13.6959522295075,18.6480192690233
"IGproject0145","Nomada","ruficornis","female",1911,5,19,"England","Oxfordshire","Oxford","",2.593,1.85,8.871,2.312,"Apidae","kleptoparasite","OUMNH",1.679,"Oxford, Oxfordshire, England",51.7520131,-1.2578499,"Nomada ruficornis",11.769700844643,3.80929177018583,15.5403804457805,19.9651922367373
"IGproject0146","Nomada","ruficornis","female",2003,6,13,"England","Oxfordshire","Stratton Audley","",2.73,1.82,8.651,2.27,"Apidae","kleptoparasite","OUMNH",1.709,"Stratton Audley, Oxfordshire, England",51.9336182,-1.109515,"Nomada ruficornis",11.5724466388277,2.51616691450199,14.0998864170646,19.2318510175387
"IGproject0147","Nomada","ruficornis","male",1990,5,16,"England","Cornwall","Camborne","",2.586,1.778,8.24,2.172,"Apidae","kleptoparasite","OUMNH",1.732,"Camborne, Cornwall, England",50.2138828,-5.2990347,"Nomada ruficornis",11.5653245366656,3.79955853433644,14.2637527317141,18.152175974537
"IGproject0148","Nomada","ruficornis","female",1982,5,14,"England","Devon","Tavistock","",2.437,1.572,7.559,2.01,"Apidae","kleptoparasite","OUMNH",1.563,"Tavistock, Devon, England",50.5496154,-4.1446358,"Nomada ruficornis",10.3185362117242,2.34201605279969,12.6152108942176,16.6581420552351
"IGproject0149","Nomada","ruficornis","male",1976,4,21,"England","Devon","Lifton","",2.497,1.746,8.1,2.045,"Apidae","kleptoparasite","OUMNH",1.595,"Lifton, Devon, England",50.6429503,-4.2988119,"Nomada ruficornis",11.2836725139662,3.13619143658766,14.6251778172421,20.2629129620325
"IGproject0150","Nomada","ruficornis","female",1989,5,21,"England","Wiltshire","Wroughton","Clouts Wood",2.672,1.802,7.999,2.345,"Apidae","kleptoparasite","OUMNH",1.746,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057,"Nomada ruficornis",11.2680884980869,3.23206923459899,14.2433763745644,18.7525426248812
"IGproject0151","Nomada","ruficornis","male",1989,5,7,"England","Wiltshire","Swindon","Coate Water Country Park",2.576,1.675,8.02,2.041,"Apidae","kleptoparasite","OUMNH",1.682,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582,"Nomada ruficornis",11.6854644597705,3.26605342427679,14.7097001561262,19.1923540960398
"IGproject0152","Nomada","ruficornis","male",1941,6,4,"England","Berkshire","Padworth","",2.648,1.709,8.311,2.233,"Apidae","kleptoparasite","OUMNH",1.735,"Padworth, Berkshire, England",51.3916205,-1.1187515,"Nomada ruficornis",12.6954036503249,3.86591055816524,16.5407344008123,22.973796936447
"IGproject0153","Nomada","ruficornis","female",1911,5,13,"England","West Yorkshire","Keighley","",2.774,1.902,8.397,2.274,"Apidae","kleptoparasite","OUMNH",1.81,"Keighley, West Yorkshire, England",53.8684021,-1.9020456,"Nomada ruficornis",9.60267762325943,3.87695712234324,13.3858963242688,17.7673276477804
"IGproject0154","Nomada","ruficornis","male",1917,5,5,"England","Surrey","Tadworth","Box Hill",2.653,1.911,8.324,2.238,"Apidae","kleptoparasite","OUMNH",1.773,"Box Hill, Tadworth, Surrey, England",51.2543699,-0.2776725,"Nomada ruficornis",10.2181088783374,1.9428021328434,11.6266529499993,17.4361381697539
"IGproject0155","Hylaeus","hyalinatus","male",1904,7,NA,"England","Dorset","Lyme Regis","",1.674,1.226,4.253,1.008,"Colletidae","cavity nester","OUMNH",1.103,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Hylaeus hyalinatus",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject0156","Hylaeus","hyalinatus","male",1904,7,NA,"England","Dorset","Lyme Regis","",1.608,1.116,4.138,0.941,"Colletidae","cavity nester","OUMNH",1.078,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Hylaeus hyalinatus",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject0157","Hylaeus","hyalinatus","male",1972,7,11,"England","Cornwall","East Cornwall","",1.624,1.253,4.194,1.036,"Colletidae","cavity nester","OUMNH",1.051,"East Cornwall, Cornwall, England",50.5041841,-4.2790642,"Hylaeus hyalinatus",14.9779694023479,2.37322032802886,16.9008286279973,21.951043281276
"IGproject0158","Hylaeus","hyalinatus","female",1952,8,14,"England","Oxfordshire","Tubney","",1.675,1.279,4.507,1.071,"Colletidae","cavity nester","OUMNH",1.127,"Tubney, Oxfordshire, England",51.6852443,-1.3699399,"Hylaeus hyalinatus",15.3442878921797,1.33353951855664,16.7462545307704,22.2276566193369
"IGproject0159","Hylaeus","hyalinatus","female",1949,6,30,"England","Devon","Plymouth","Plymouth Hoe",1.718,1.334,4.751,1.111,"Colletidae","cavity nester","OUMNH",1.128,"Plymouth Hoe, Plymouth, Devon, England",50.36584396,-4.142166636,"Hylaeus hyalinatus",15.1362455698186,0.91163140262687,15.7687477007663,19.1027221191906
