label_no,genus,species,sex,year,month,day,country,county,city_town_village,specific_location,HW_mm,intertegular_distance_mm,FW_length_mm,tibia_length_mm,family,ecology,Source,interocular_distance_mm
IGproject1225,Hylaeus,hyalinatus,female,1974,7,7,England,Oxfordshire,Oxford,10 Stile Road,1.584,1.247,4.616,1.005,Colletidae,cavity nester,OUMNH,
IGproject1226,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.635,1.249,4.399,1.023,Colletidae,cavity nester,OUMNH,
IGproject1227,Hylaeus,hyalinatus,female,1963,7,13,England,Devon,Hartland Quay,,1.64,1.23,4.395,1.059,Colletidae,cavity nester,OUMNH,
IGproject1228,Hylaeus,hyalinatus,female,1980,7,23,England,Suffolk,Westleton,,1.603,1.198,4.322,1.057,Colletidae,cavity nester,OUMNH,
IGproject1229,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.683,1.272,4.459,1.085,Colletidae,cavity nester,OUMNH,
IGproject1230,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.546,1.191,4.07,0.949,Colletidae,cavity nester,OUMNH,
IGproject1231,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.64,1.244,4.422,1.084,Colletidae,cavity nester,OUMNH,
IGproject1232,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.702,1.303,4.447,1.037,Colletidae,cavity nester,OUMNH,
IGproject1233,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.573,1.168,4.093,1.066,Colletidae,cavity nester,OUMNH,
IGproject1234,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.581,1.234,4.302,1.003,Colletidae,cavity nester,OUMNH,
IGproject1235,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.669,1.282,4.378,1.055,Colletidae,cavity nester,OUMNH,
IGproject1236,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.584,1.203,4.167,0.962,Colletidae,cavity nester,OUMNH,
IGproject1237,Hylaeus,hyalinatus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.614,1.228,4.185,1.041,Colletidae,cavity nester,OUMNH,
IGproject1238,Hylaeus,hyalinatus,male,1989,6,4,England,Wiltshire,Swindon,,1.431,1.062,3.676,0.893,Colletidae,cavity nester,OUMNH,
IGproject1239,Hylaeus,hyalinatus,female,1941,8,2,England,Berkshire,Reading,,1.651,1.274,4.343,1.042,Colletidae,cavity nester,OUMNH,
IGproject1240,Hylaeus,hyalinatus,male,1929,6,26,England,Dorset,Portland,,1.768,1.395,4.294,1.1,Colletidae,cavity nester,OUMNH,
IGproject1241,Hylaeus,hyalinatus,female,1976,7,3,England,Devon,Dartmoor,,1.663,1.247,4.538,1.099,Colletidae,cavity nester,OUMNH,
IGproject1242,Hylaeus,hyalinatus,male,1929,6,25,England,Dorset,Weymouth,,1.727,1.288,4.508,1.15,Colletidae,cavity nester,OUMNH,
IGproject1243,Hylaeus,hyalinatus,female,1971,8,9,England,Devon,Dartmoor,Burrator Reservoir,1.747,1.298,4.599,1.102,Colletidae,cavity nester,OUMNH,
IGproject1244,Hylaeus,hyalinatus,male,1949,6,30,England,Devon,Plymouth,Plymouth Hoe,1.526,1.157,3.899,0.969,Colletidae,cavity nester,OUMNH,
IGproject1245,Hylaeus,hyalinatus,female,1972,7,25,England,Cornwall,Lizard,Chynalls Point,1.841,1.468,4.875,1.201,Colletidae,cavity nester,OUMNH,
IGproject1246,Hylaeus,hyalinatus,female,1972,7,25,England,Cornwall,Lizard,Chynalls Point,1.674,1.31,4.519,1.096,Colletidae,cavity nester,OUMNH,
IGproject1247,Hylaeus,hyalinatus,male,1929,6,26,England,Dorset,Portland,,1.525,1.114,3.931,0.948,Colletidae,cavity nester,OUMNH,
IGproject1248,Hylaeus,hyalinatus,female,1928,6,10,England,Buckinghamshire,Farnham Common,,1.656,1.242,4.428,1.078,Colletidae,cavity nester,OUMNH,
IGproject1249,Hylaeus,hyalinatus,male,1972,8,24,England,Devon,Dartmoor,Cox Tor,1.735,1.22,4.413,1.022,Colletidae,cavity nester,OUMNH,
IGproject1250,Hylaeus,hyalinatus,male,1946,6,13,England,Devon,Plymouth,Plymouth Hoe,1.631,1.167,4.143,1.028,Colletidae,cavity nester,OUMNH,
IGproject1251,Hylaeus,hyalinatus,male,1969,6,24,England,Devon,Wembury,,1.629,1.136,4.08,1.036,Colletidae,cavity nester,OUMNH,
IGproject1252,Hylaeus,hyalinatus,female,1960,7,23,England,Suffolk,Westleton,,1.653,1.263,4.638,1.092,Colletidae,cavity nester,OUMNH,
IGproject1253,Hylaeus,hyalinatus,female,1970,7,7,England,Devon,Bovey Tracey,Bovey Heathfield,1.688,1.296,4.513,1.094,Colletidae,cavity nester,OUMNH,
IGproject1254,Hylaeus,hyalinatus,female,1972,7,27,England,Cornwall,Coverack,Lowland Point,1.591,1.186,4.278,0.978,Colletidae,cavity nester,OUMNH,
IGproject1255,Hylaeus,hyalinatus,male,1975,7,11,England,Devon,Dartmouth,Coleton Fishacre,1.502,1.028,3.678,0.945,Colletidae,cavity nester,OUMNH,
IGproject1256,Hylaeus,hyalinatus,female,1929,6,26,England,Dorset,Portland,,1.668,1.261,4.501,1.105,Colletidae,cavity nester,OUMNH,
IGproject1257,Hylaeus,hyalinatus,male,1950,6,7,England,Devon,Yelverton,,1.437,1.024,3.662,0.888,Colletidae,cavity nester,OUMNH,
IGproject1258,Hylaeus,hyalinatus,male,1963,6,22,England,Dorset,Weymouth,,1.498,1.091,3.853,0.933,Colletidae,cavity nester,OUMNH,
IGproject1259,Hylaeus,hyalinatus,female,1949,7,12,England,Dorset,Weymouth,,1.674,1.318,4.494,1.092,Colletidae,cavity nester,OUMNH,
IGproject1260,Hylaeus,hyalinatus,female,1960,7,23,England,Suffolk,Westleton,,1.782,1.374,4.846,1.177,Colletidae,cavity nester,OUMNH,
IGproject1261,Hylaeus,hyalinatus,male,1974,6,20,England,Devon,Bovey Tracey,Chudleigh Knighton Heath,1.598,1.165,4.167,0.968,Colletidae,cavity nester,OUMNH,
IGproject1262,Hylaeus,hyalinatus,female,1972,7,30,England,Cornwall,Coverack,,1.719,1.364,4.631,1.113,Colletidae,cavity nester,OUMNH,
IGproject1263,Hylaeus,hyalinatus,male,1929,6,26,England,Dorset,Portland,,1.439,1.027,3.657,0.891,Colletidae,cavity nester,OUMNH,
IGproject1264,Hylaeus,hyalinatus,female,1933,7,24,England,Dorset,Swanage,South Haven Point,1.697,1.336,4.477,1.142,Colletidae,cavity nester,OUMNH,
IGproject1265,Hylaeus,hyalinatus,male,1951,7,2,England,Devon,Plymouth,,1.501,1.038,3.576,0.917,Colletidae,cavity nester,OUMNH,
IGproject1266,Hylaeus,hyalinatus,female,1910,6,14,England,Devon,Budleigh Salterton,,1.602,1.218,4.485,1.068,Colletidae,cavity nester,OUMNH,
IGproject1267,Hylaeus,hyalinatus,female,1953,9,1,England,Devon,Torquay,,1.727,1.313,4.637,1.125,Colletidae,cavity nester,OUMNH,
IGproject1268,Hylaeus,hyalinatus,male,1910,6,19,England,Devon,Budleigh Salterton,,1.77,1.36,4.506,1.105,Colletidae,cavity nester,OUMNH,
IGproject1269,Hylaeus,hyalinatus,female,1910,6,5,England,Devon,Budleigh Salterton,,1.526,1.146,4.225,1.025,Colletidae,cavity nester,OUMNH,
IGproject1270,Hylaeus,hyalinatus,female,1906,8,,England,Cornwall,Polkerris,,1.655,1.266,4.522,1.035,Colletidae,cavity nester,OUMNH,
IGproject1271,Hylaeus,hyalinatus,female,1910,6,19,England,Devon,Budleigh Salterton,,1.641,1.263,4.617,1.084,Colletidae,cavity nester,OUMNH,
IGproject1272,Hylaeus,hyalinatus,female,1910,6,19,England,Devon,Budleigh Salterton,,1.757,1.338,4.85,1.162,Colletidae,cavity nester,OUMNH,
IGproject1273,Hylaeus,hyalinatus,male,1910,6,6,England,Devon,Budleigh Salterton,,1.888,1.417,4.615,1.165,Colletidae,cavity nester,OUMNH,
IGproject1274,Hylaeus,hyalinatus,female,1901,7,,England,Cornwall,Newquay,,1.648,1.315,4.428,1.112,Colletidae,cavity nester,OUMNH,
IGproject1275,Hylaeus,hyalinatus,female,1898,7,,Wales,Gwynedd,Criccieth,,1.653,1.301,4.574,1.08,Colletidae,cavity nester,OUMNH,
IGproject1276,Hylaeus,hyalinatus,male,1898,7,,Wales,Gwynedd,Criccieth,,1.499,1.038,3.958,0.921,Colletidae,cavity nester,OUMNH,
IGproject1277,Hylaeus,hyalinatus,male,1903,7,20,England,Dorset,Lyme Regis,,1.599,1.16,4.023,0.969,Colletidae,cavity nester,OUMNH,
IGproject1278,Hylaeus,hyalinatus,male,1901,7,,England,Cornwall,Newquay,,1.65,1.203,4.1,1.016,Colletidae,cavity nester,OUMNH,
IGproject1279,Hylaeus,hyalinatus,male,1904,7,,England,Dorset,Lyme Regis,,1.432,1.045,3.937,0.929,Colletidae,cavity nester,OUMNH,
IGproject1280,Hylaeus,hyalinatus,female,1901,7,,England,Cornwall,Newquay,,1.754,1.347,4.752,1.141,Colletidae,cavity nester,OUMNH,
IGproject1281,Hylaeus,hyalinatus,male,1908,7,6,England,Dorset,Swanage,,1.708,1.255,4.186,1.024,Colletidae,cavity nester,OUMNH,
IGproject1282,Hylaeus,hyalinatus,female,1915,7,18,England,Surrey,Cobham,,1.638,1.233,4.42,1.034,Colletidae,cavity nester,OUMNH,
IGproject1283,Hylaeus,hyalinatus,male,1904,7,,England,Dorset,Lyme Regis,,1.518,1.034,3.756,0.95,Colletidae,cavity nester,OUMNH,
IGproject1284,Hylaeus,hyalinatus,female,1904,7,,England,Dorset,Lyme Regis,,1.653,1.232,4.506,1.103,Colletidae,cavity nester,OUMNH,
IGproject1285,Hylaeus,hyalinatus,male,1903,7,20,England,Dorset,Lyme Regis,,1.5,1.051,3.963,0.989,Colletidae,cavity nester,OUMNH,
IGproject1286,Hylaeus,hyalinatus,female,1928,8,27,England,Norfolk,Horning,,1.747,1.246,5.191,1.184,Colletidae,cavity nester,OUMNH,
IGproject1287,Hylaeus,hyalinatus,female,1922,8,8,England,Oxfordshire,Tubney,,1.695,1.306,4.584,1.067,Colletidae,cavity nester,OUMNH,
IGproject1288,Hylaeus,hyalinatus,female,1922,8,15,England,Oxfordshire,Stanton Harcourt,,1.581,1.24,4.601,1.023,Colletidae,cavity nester,OUMNH,
IGproject1289,Hylaeus,hyalinatus,female,1922,8,8,England,Oxfordshire,Tubney,,1.565,1.236,4.63,1.028,Colletidae,cavity nester,OUMNH,
IGproject1290,Hylaeus,hyalinatus,male,1992,6,14,England,Devon,,Prawle Point,1.64,1.152,4.103,0.987,Colletidae,cavity nester,OUMNH,
IGproject1291,Hylaeus,hyalinatus,male,1992,6,14,England,Devon,,Prawle Point,1.607,1.131,4.012,1.013,Colletidae,cavity nester,OUMNH,
IGproject1292,Hylaeus,hyalinatus,male,1988,7,20,Wales,Pembrokeshire,Stackpole,,1.634,1.156,3.909,1.024,Colletidae,cavity nester,OUMNH,
IGproject1293,Hylaeus,hyalinatus,male,1989,6,15,England,Devon,Braunton,Braunton Burrows,1.602,1.266,4.115,1.024,Colletidae,cavity nester,OUMNH,
IGproject1294,Hylaeus,hyalinatus,female,1992,6,7,England,Oxfordshire,Oxford,,1.637,1.248,4.364,1.019,Colletidae,cavity nester,OUMNH,
IGproject1295,Hylaeus,hyalinatus,female,1984,7,13,England,Kent,,Lydd Ranges,1.553,1.15,3.909,0.988,Colletidae,cavity nester,OUMNH,
IGproject1296,Hylaeus,hyalinatus,female,1984,7,13,England,Kent,,Lydd Ranges,1.726,1.315,4.514,1.09,Colletidae,cavity nester,OUMNH,
IGproject1297,Hylaeus,hyalinatus,female,1984,7,13,England,Kent,,Lydd Ranges,1.563,1.182,4.101,1.017,Colletidae,cavity nester,OUMNH,
IGproject1298,Hylaeus,hyalinatus,male,1984,7,13,England,Kent,,Lydd Ranges,1.346,0.911,3.288,0.821,Colletidae,cavity nester,OUMNH,
IGproject1299,Hylaeus,hyalinatus,male,1984,7,13,England,Kent,,Lydd Ranges,1.478,0.99,3.647,0.899,Colletidae,cavity nester,OUMNH,
IGproject1300,Hylaeus,hyalinatus,female,1984,7,13,England,Kent,,Lydd Ranges,1.678,1.264,4.354,0.979,Colletidae,cavity nester,OUMNH,
IGproject1301,Hylaeus,communis,male,1904,7,,England,Dorset,Lyme Regis,,1.41,1.035,4.06,0.924,Colletidae,cavity nester,OUMNH,
IGproject1302,Hylaeus,communis,female,1915,6,,England,Cambridgeshire,Wicken,,1.68,1.309,4.922,1.057,Colletidae,cavity nester,OUMNH,
IGproject1303,Hylaeus,communis,male,1904,7,,England,Dorset,Lyme Regis,,1.488,1.03,4.164,0.906,Colletidae,cavity nester,OUMNH,
IGproject1304,Hylaeus,communis,male,1904,7,,England,Dorset,Lyme Regis,,1.437,1.087,4.034,0.894,Colletidae,cavity nester,OUMNH,
IGproject1305,Hylaeus,communis,male,1953,6,26,England,Devon,Braunton,Braunton Burrows,1.623,1.262,4.689,1.03,Colletidae,cavity nester,OUMNH,
IGproject1306,Hylaeus,communis,female,1905,7,23,England,Dorset,Lyme Regis,,1.611,1.232,4.748,0.996,Colletidae,cavity nester,OUMNH,
IGproject1307,Hylaeus,communis,female,1897,7,20,England,Berkshire,Reading,Sulhamstead Park,1.615,1.369,4.695,1.036,Colletidae,cavity nester,OUMNH,
IGproject1308,Hylaeus,communis,female,1897,8,7,England,Berkshire,Reading,Sulhamstead Park,1.677,1.323,4.568,1.145,Colletidae,cavity nester,OUMNH,
IGproject1309,Hylaeus,communis,female,1902,8,27,England,Norfolk,Wroxham,,1.514,1.138,4.263,0.941,Colletidae,cavity nester,OUMNH,
IGproject1310,Hylaeus,communis,female,1902,8,27,England,Norfolk,Wroxham,,1.543,1.158,4.425,1.004,Colletidae,cavity nester,OUMNH,
IGproject1311,Hylaeus,communis,female,1902,8,27,England,Norfolk,Wroxham,,1.622,1.235,4.592,1.006,Colletidae,cavity nester,OUMNH,
IGproject1312,Hylaeus,communis,female,1902,9,5,England,Norfolk,Wroxham,,1.822,1.278,5.303,1.192,Colletidae,cavity nester,OUMNH,
IGproject1313,Hylaeus,communis,female,1953,8,6,England,Devon,Bovey Tracey,Chudleigh Knighton Heath,1.559,1.201,4.371,0.987,Colletidae,cavity nester,OUMNH,
IGproject1314,Hylaeus,communis,female,1948,7,17,England,Dorset,Witchampton,,1.692,1.357,5.052,1.096,Colletidae,cavity nester,OUMNH,
IGproject1315,Hylaeus,communis,female,1948,8,31,England,Oxfordshire,Oxford,Hinksey,1.685,1.344,5.015,1.069,Colletidae,cavity nester,OUMNH,
IGproject1316,Hylaeus,communis,female,1942,8,9,England,Berkshire,Calcot,,1.635,1.247,4.571,0.994,Colletidae,cavity nester,OUMNH,
IGproject1317,Hylaeus,communis,male,1941,8,2,England,Berkshire,Calcot,,1.55,1.17,4.14,0.917,Colletidae,cavity nester,OUMNH,
IGproject1318,Hylaeus,communis,female,1942,8,6,England,Berkshire,Calcot,,1.616,1.287,4.736,1.063,Colletidae,cavity nester,OUMNH,
IGproject1319,Hylaeus,communis,female,1942,9,2,England,Berkshire,Calcot,,1.664,1.312,4.711,1.074,Colletidae,cavity nester,OUMNH,
IGproject1320,Hylaeus,communis,male,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.517,1.142,4.212,0.916,Colletidae,cavity nester,OUMNH,
IGproject1321,Hylaeus,communis,female,1978,8,19,England,Oxfordshire,Abingdon,Dry Sandford Pit,1.482,1.117,4.266,0.949,Colletidae,cavity nester,OUMNH,
IGproject1322,Hylaeus,communis,male,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.437,1.053,3.946,0.904,Colletidae,cavity nester,OUMNH,
IGproject1323,Hylaeus,communis,male,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.397,0.992,3.821,0.885,Colletidae,cavity nester,OUMNH,
IGproject1324,Hylaeus,communis,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.692,1.322,4.61,1.093,Colletidae,cavity nester,OUMNH,
IGproject1325,Hylaeus,communis,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.526,1.186,4.527,0.961,Colletidae,cavity nester,OUMNH,
IGproject1326,Hylaeus,communis,female,1968,9,7,England,Hertfordshire,Harpenden,Hatching Green,1.53,1.178,4.6,0.987,Colletidae,cavity nester,OUMNH,
IGproject1327,Hylaeus,communis,female,1968,8,12,England,Hertfordshire,,Gustard Wood,1.671,1.328,4.87,1.095,Colletidae,cavity nester,OUMNH,
IGproject1328,Hylaeus,communis,male,1968,7,24,England,Hertfordshire,Harpenden,Rothamsted Lodge,1.376,0.969,3.838,0.815,Colletidae,cavity nester,OUMNH,
IGproject1329,Hylaeus,communis,male,1969,6,11,England,Hertfordshire,Harpenden,Hatching Green,1.358,0.926,3.541,0.821,Colletidae,cavity nester,OUMNH,
IGproject1330,Hylaeus,communis,male,1930,7,5,England,Dorset,Dorchester,Oakerswood,1.512,1.148,4.277,0.924,Colletidae,cavity nester,OUMNH,
IGproject1331,Hylaeus,communis,male,1989,6,24,England,Wiltshire,Swindon,,1.508,1.086,4.367,0.961,Colletidae,cavity nester,OUMNH,
IGproject1332,Hylaeus,communis,male,1989,5,19,England,Wiltshire,Swindon,Coate Water Country Park,1.468,1.101,4.107,0.932,Colletidae,cavity nester,OUMNH,
IGproject1333,Hylaeus,communis,female,1989,6,24,England,Wiltshire,Swindon,,1.707,1.37,4.865,1.064,Colletidae,cavity nester,OUMNH,
IGproject1334,Hylaeus,communis,female,1989,6,24,England,Wiltshire,Swindon,,1.561,1.218,4.44,0.977,Colletidae,cavity nester,OUMNH,
IGproject1335,Hylaeus,communis,male,1987,6,14,England,Kent,Aylesford,,1.62,1.25,4.567,1.016,Colletidae,cavity nester,OUMNH,
IGproject1336,Hylaeus,communis,female,1984,8,18,England,Kent,Penden Heath,,1.521,1.164,4.424,0.939,Colletidae,cavity nester,OUMNH,
IGproject1337,Hylaeus,communis,male,1986,7,6,England,Kent,Shadoxhurst,Stone Wood,1.414,0.999,4.025,0.864,Colletidae,cavity nester,OUMNH,
IGproject1338,Hylaeus,communis,male,1995,7,8,Wales,Cardiff,Cardiff,,1.433,1.133,4.176,0.906,Colletidae,cavity nester,OUMNH,
IGproject1339,Hylaeus,communis,male,1995,7,8,Wales,Cardiff,Cardiff,,1.539,1.155,4.305,0.916,Colletidae,cavity nester,OUMNH,
IGproject1340,Hylaeus,communis,male,1992,6,27,England,Wiltshire,Cricklade,,1.684,1.293,4.432,0.992,Colletidae,cavity nester,OUMNH,
IGproject1341,Hylaeus,communis,female,2007,6,6,England,Surrey,Woking,Stickledown,1.702,1.331,4.788,1.091,Colletidae,cavity nester,OUMNH,
IGproject1342,Hylaeus,communis,male,1992,7,4,England,Oxfordshire,,Lashford Lane Fen,1.379,0.988,3.825,0.828,Colletidae,cavity nester,OUMNH,
IGproject1343,Hylaeus,communis,male,1992,7,15,England,Devon,,Hellingly Country Park,1.325,0.956,3.759,0.825,Colletidae,cavity nester,OUMNH,
IGproject1344,Hylaeus,communis,female,1990,6,16,England,Wiltshire,Swindon,,1.709,1.299,4.49,1.109,Colletidae,cavity nester,OUMNH,
IGproject1345,Hylaeus,communis,female,1988,8,6,England,Wiltshire,Swindon,,1.571,1.15,4.525,1.016,Colletidae,cavity nester,OUMNH,
IGproject1346,Hylaeus,communis,female,1988,8,6,England,Wiltshire,Swindon,,1.72,1.398,4.975,1.104,Colletidae,cavity nester,OUMNH,
IGproject1347,Hylaeus,communis,female,1991,8,3,England,Oxfordshire,Shellingford,,2.087,1.685,5.554,1.346,Colletidae,cavity nester,OUMNH,
IGproject1348,Hylaeus,communis,male,1989,7,20,England,Wiltshire,Swindon,,1.854,1.522,5.13,1.288,Colletidae,cavity nester,OUMNH,
IGproject1349,Hylaeus,communis,male,1992,6,14,England,Devon,,Prawle Point,1.427,1.097,4.194,0.869,Colletidae,cavity nester,OUMNH,
IGproject1350,Hylaeus,communis,male,1902,6,26,England,Kent,Faversham,Huntingfield,1.554,1.106,4.281,0.929,Colletidae,cavity nester,OUMNH,
IGproject1351,Hylaeus,communis,male,1902,8,12,England,Kent,Faversham,Huntingfield,1.429,0.985,3.974,0.893,Colletidae,cavity nester,OUMNH,
IGproject1352,Hylaeus,communis,male,1902,8,14,England,Kent,Faversham,Huntingfield,1.507,1.057,4.113,0.935,Colletidae,cavity nester,OUMNH,
IGproject1353,Hylaeus,communis,male,1902,8,3,England,Kent,Faversham,Huntingfield,1.472,1.058,4.039,0.885,Colletidae,cavity nester,OUMNH,
IGproject1354,Hylaeus,communis,male,1904,8,,England,Kent,Faversham,Huntingfield,1.421,1.025,3.788,0.78,Colletidae,cavity nester,OUMNH,
IGproject1355,Hylaeus,communis,male,1906,6,,England,Cambridgeshire,Wicken,Wicken Fen,1.461,1.085,4.165,0.922,Colletidae,cavity nester,OUMNH,
IGproject1356,Hylaeus,communis,female,1903,8,3,England,Kent,Faversham,Huntingfield,1.469,1.12,4.335,0.942,Colletidae,cavity nester,OUMNH,
IGproject1357,Hylaeus,communis,female,1902,8,3,England,Kent,Faversham,Huntingfield,1.569,1.218,4.516,0.976,Colletidae,cavity nester,OUMNH,
IGproject1358,Hylaeus,communis,female,1902,8,4,England,Kent,Faversham,Huntingfield,1.533,1.138,4.472,0.954,Colletidae,cavity nester,OUMNH,
IGproject1359,Hylaeus,communis,female,1901,8,4,England,Kent,Faversham,Huntingfield,1.674,1.291,4.661,1.07,Colletidae,cavity nester,OUMNH,
IGproject1360,Hylaeus,communis,female,1902,8,16,England,Kent,Faversham,Huntingfield,1.482,1.111,4.213,0.931,Colletidae,cavity nester,OUMNH,
IGproject1361,Nomada,goodeniana,female,1942,6,20,England,Berkshire,Calcot,,3.039,1.981,9.408,2.665,Apidae,kleptoparasite,OUMNH,
IGproject1362,Nomada,goodeniana,female,1942,6,20,England,Berkshire,Calcot,,3.009,1.933,9.15,2.477,Apidae,kleptoparasite,OUMNH,
IGproject1363,Nomada,goodeniana,female,1942,6,20,England,Berkshire,Calcot,,3.094,2.146,9.664,2.8,Apidae,kleptoparasite,OUMNH,
IGproject1364,Nomada,goodeniana,female,1942,6,20,England,Berkshire,Calcot,,2.671,1.641,8.252,2.311,Apidae,kleptoparasite,OUMNH,
IGproject1365,Nomada,goodeniana,female,1942,6,24,England,Berkshire,Calcot,,2.61,1.51,7.715,2.333,Apidae,kleptoparasite,OUMNH,
IGproject1366,Nomada,goodeniana,female,1942,6,24,England,Berkshire,Calcot,,3.051,1.958,8.939,2.636,Apidae,kleptoparasite,OUMNH,
IGproject1367,Nomada,goodeniana,female,1942,6,24,England,Berkshire,Calcot,,3.074,2.008,9.321,2.653,Apidae,kleptoparasite,OUMNH,
IGproject1368,Nomada,goodeniana,male,2000,4,,England,Essex,Colne Engaine,,2.624,1.689,8.252,2.35,Apidae,kleptoparasite,OUMNH,
IGproject1369,Nomada,goodeniana,female,1942,4,2,England,Berkshire,Calcot,,2.886,1.825,8.6,2.512,Apidae,kleptoparasite,OUMNH,
IGproject1370,Nomada,goodeniana,female,1942,5,31,England,Berkshire,Calcot,,3.097,2.086,9.751,2.796,Apidae,kleptoparasite,OUMNH,
IGproject1371,Nomada,goodeniana,female,1942,5,30,England,Berkshire,Calcot,,3.085,1.979,9.312,2.774,Apidae,kleptoparasite,OUMNH,
IGproject1372,Nomada,goodeniana,female,1902,6,22,England,Kent,Charing,,3.125,2.105,9.379,2.671,Apidae,kleptoparasite,OUMNH,
IGproject1373,Nomada,goodeniana,female,1893,5,,England,Gloucestershire,Dodington,,3.079,1.98,9.282,2.841,Apidae,kleptoparasite,OUMNH,
IGproject1374,Nomada,goodeniana,male,1991,5,22,England,Hampshire,Bramshaw,,2.654,1.676,8.171,2.218,Apidae,kleptoparasite,OUMNH,
IGproject1375,Nomada,goodeniana,male,1991,4,27,England,Somerset,Winford,,2.699,1.776,8.417,2.344,Apidae,kleptoparasite,OUMNH,
IGproject1376,Nomada,goodeniana,male,1991,4,27,England,Somerset,Winford,,2.423,1.522,7.601,2.132,Apidae,kleptoparasite,OUMNH,
IGproject1377,Nomada,goodeniana,female,1991,4,27,England,Somerset,Winford,,3.185,2.108,9.697,2.805,Apidae,kleptoparasite,OUMNH,
IGproject1378,Nomada,goodeniana,female,1991,6,16,England,Devon,Lynmouth,,2.966,2.018,9.145,2.552,Apidae,kleptoparasite,OUMNH,
IGproject1379,Nomada,goodeniana,female,1942,4,2,England,Berkshire,Calcot,,2.978,1.939,8.824,2.697,Apidae,kleptoparasite,OUMNH,
IGproject1380,Nomada,goodeniana,female,1991,5,4,England,Oxfordshire,,,2.594,1.655,7.906,2.213,Apidae,kleptoparasite,OUMNH,
IGproject1381,Nomada,goodeniana,male,1991,4,27,England,Devon,Winford,,2.542,1.66,8.122,2.36,Apidae,kleptoparasite,OUMNH,
IGproject1382,Nomada,goodeniana,female,1991,4,26,England,Devon,Croyde,,3.12,2.166,9.509,2.821,Apidae,kleptoparasite,OUMNH,
IGproject1383,Nomada,goodeniana,female,1991,4,26,England,Devon,Croyde,,3.224,2.17,9.894,2.808,Apidae,kleptoparasite,OUMNH,
IGproject1384,Nomada,goodeniana,female,1991,4,27,England,Devon,Arlington,Arlington Court,2.793,1.805,8.856,2.521,Apidae,kleptoparasite,OUMNH,
IGproject1385,Nomada,goodeniana,male,1991,4,27,England,Devon,Arlington,Arlington Court,2.541,1.548,7.754,2.25,Apidae,kleptoparasite,OUMNH,
IGproject1386,Nomada,goodeniana,male,1991,5,22,England,Hampshire,Bramshaw,,2.942,1.885,8.687,2.459,Apidae,kleptoparasite,OUMNH,
IGproject1387,Nomada,goodeniana,male,1991,5,27,England,Devon,Winford,,2.765,1.82,8.788,2.483,Apidae,kleptoparasite,OUMNH,
IGproject1388,Nomada,goodeniana,male,1991,4,27,England,Devon,Arlington,Arlington Court,2.659,1.659,8.476,2.214,Apidae,kleptoparasite,OUMNH,
IGproject1389,Nomada,goodeniana,male,1991,4,27,England,Devon,Winford,,3.017,2.059,9.079,2.637,Apidae,kleptoparasite,OUMNH,
IGproject1390,Nomada,goodeniana,female,1904,5,25,England,Kent,Faversham,Huntingfield,2.591,1.614,7.839,2.366,Apidae,kleptoparasite,OUMNH,
IGproject1391,Nomada,goodeniana,male,1898,,,England,Gloucestershire,Dodington,,2.372,1.45,7.134,2.097,Apidae,kleptoparasite,OUMNH,
IGproject1392,Nomada,goodeniana,female,1897,,,England,Gloucestershire,Dodington,,2.771,1.668,8.443,2.455,Apidae,kleptoparasite,OUMNH,
IGproject1393,Nomada,goodeniana,female,1905,5,14,England,Kent,Faversham,Huntingfield,2.78,1.756,8.531,2.511,Apidae,kleptoparasite,OUMNH,
IGproject1394,Nomada,goodeniana,female,1900,4,,England,Kent,Faversham,Huntingfield,3.052,2.04,9.182,2.693,Apidae,kleptoparasite,OUMNH,
IGproject1395,Nomada,goodeniana,female,1904,5,20,England,Kent,Faversham,Huntingfield,2.782,1.81,8.452,2.461,Apidae,kleptoparasite,OUMNH,
IGproject1396,Nomada,goodeniana,female,1896,,,England,Gloucestershire,Dodington,,3.063,2.086,9.122,2.712,Apidae,kleptoparasite,OUMNH,
IGproject1397,Nomada,goodeniana,female,1900,,,England,Kent,Faversham,,3.08,1.95,9.22,2.665,Apidae,kleptoparasite,OUMNH,
IGproject1398,Nomada,goodeniana,male,1899,,,England,Devon,Sidmouth,,2.576,1.617,8.12,2.297,Apidae,kleptoparasite,OUMNH,
